//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name							level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	 ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	 DL 	SUM	RF
0                                                                                                                                                                                                                                               
54		0		22		1	4		1	  1		0	"Kiếm Hắc Thần"						160			220			245			40		100	   0		0		   380	165		51		 0		 0		 0		0		  0		  3		 0		 0	  0		0	0
55		0		56		1	4		1	  1		0	"Kiếm Hắc Thần (Phép)"				160			225			255			45		105	   0		175		   380	116		53		 9		 0		 0		0		  0		  0		 0		 3	  0		0	0
56		0		270		1	2		1	  1		0	"Vuốt Hắc Thần"						160			150			162			35		100	   0		0		   380	95		30		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3
57		0		22		1	4		1	  1		0	"Kiếm Thánh Thần"					180			230			255			40		100	   0		0		   380	152		47		 0		 0		 0		0		  0		  3		 0		 0	  0		0	0
58		0		56		1	4		1	  1		0	"Kiếm Thánh Thần (Phép)"			180			235			249			45		100	   0		180		   380	111		67		 16		 0		 0		0		  0		  0		 0		 3	  0		0	0
59		0		270		1	2		1	  1		0	"Vuốt Thánh Thần"					180			155			165			35		100	   0		0		   380	88		28		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3
60		0		270		1	2		1	  1		0	"Vuốt Thiên Tử"						100			121			130			35		160	   0		0		   0	68		23		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3
61		0		270		1   2       1     1     0	"Vuốt Thiên Tử (Cấp 2)"				200     	148         168			40      100    0        0          0    47      14		 0		 0       0      0         0       0      0       0    0     0   3   
62		0		22		1	4		1	  1		0	"Kiếm Thức Tỉnh"					200			235			249			40		100	   0		0		   380	141		44		 0		 0		 0		0		  0		  3		 0		 0	  0		0	0
63		0		56		1	4		1	  1		0	"Kiếm Thức Tỉnh (Phép)"				200			240			273			45		100	   0		185		   380	103		62		 15		 0		 0		0		  0		  0		 0		 3	  0		0	0
64		0		270		1	2		1	  1		0	"Vuốt Thức Tỉnh"					220			170			185			35		100	   0		0		   380	82		26		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3
78		0		22		1	4		1	  1		0	"Kiếm Mắt Xanh"						220			238			255			40		100	   0		0		   380	83		24		 0		 0		 0		0		  0		  3		 0		 0	  0		0	0
79		0		56		1	4		1	  1		0	"Kiếm Mắt Xanh (Phép)"				220			245			277			45		100	   0		190		   380	60		35		 6		 0		 0		0		  0		  0		 0		 3	  0		0	0
80		0		270		1	2		1	  1		0	"Vuốt Mắt Xanh"						220			180			192			35		100	   0		0		   380	47		14		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3
81		0		270		1	2		1	  1		0	"[400] Vuốt Huyết Long"				130			158			178			40		100	   0		0		   380	47		14		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3
82		0		56		1	4		1	  1		0	"Kiếm Tim Bạc (Phép)"				220			250			278			45		100	   0		195		   380	60		35		 6		 0		 0		0		  0		  0		 0		 3	  0		0	0
83		0		270		1	2		1	  1		0	"Vuốt Tim Bạc"						220			192			205			35		100	   0		0		   380	47		14		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3
84		0		22		1	4		1	  1		0	"Kiếm Tim Bạc"						220			245			290			40		100	   0		0		   380	84		25		 0		 0		 0		0		  0		  3		 0		 0	  0		0	0
85		0		56		1	4		1	  1		0	"Đao Thiên Tử (MG)"					115		  	153		  	165		   	30		100	   0		150	 		0	36		4		 0		 0		 0		0		  0		  0		 0		 3	  0		0	0
86		0		56		1   4       1     1     0	"Đao Thiên Tử (Cấp 2)"				145     	170         242		   	45      110    0		160         0   98      48		 7		 0       0      0         0    	  0      0       3    0     0   0 
100		0		270		1	2		1	  1		0	"Vuốt Hộ Vệ"						145			171			192			35		100	   0		0		   380	47		14		 0		 0		 0		0		  0		  0		 0		 0	  0		0	3

end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name							level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
1
0		0		0		1	3		1	  1		0	"[C1]Rìu Nhỏ"						1			1		6			20			18		0			0		0		50	  0		0	0	0	1	1	1	1	1	1	1	1
1		0		0		1	3		1	  1		0	"[C1]Rìu Nhẹ"						4			4		9			30			20		0			0		0		70	  0		0	0	0	1	1	1	1	1	1	1	1
2		0		19		1	3		1	  1		0	"[C1]Rìu Lưỡi Hái"					14			14		24			20			26		0			0		0		90	  0		0	0	0	1	0	1	0	1	1	0	0
3		0		19		1	3		1	  1		0	"[C1]Rìu Thợ Săn"					18			18		28			30			28		0			0		0		100	  0		0	0	0	1	0	1	0	1	1	0	1
4		0		0		1	3		1	  1		0	"[C1]Rìu Tiên Nữ"					26			26		38			40			32		0			0		0		50	  70	0	0	0	1	1	0	1	1	0	1	0
5		0		19		2	3		1	  1		0	"[C2]Rìu Chiến"						30			36		44			20			36		0			0		0		120	  0		0	0	0	1	0	1	1	1	0	0	0
6		0		19		2	3		1	  1		0	"[C2]Rìu Lưỡi Bạc"					34			38		50			30			44		0			0		0		130	  0		0	0	0	1	0	1	1	1	0	0	0
7		0		19		2	3		1	  1		0	"[C3]Rìu Lưỡi Vàng"					46			54		67			25			55		0			0		0		140	  0		0	0	0	1	0	1	0	1	0	0	0
8		0		19		2	3		1	  1		0	"[C3]Rìu Bán Nguyệt"				54			69		89			30			65		0			0		0		100	  40	0	0	0	1	1	1	0	1	0	0	0

80		 9		 0		1	1	  	1	  1		0	"Pen Pro DK"			 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	1	0	0	0	0	0 
81		 9		 0		1	1	  	1	  1		0	"Pen Pro MG"			 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	0	1	0	0	0 
82		 9		 0		1	1	  	1	  1		0	"Pen Pro DL"			 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	0	0	1	0	0 
83		 9		 0		1	1	  	1	  1		0	"Pen Pro EF"			 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	1	0	0	0	0 
84		 9		 0		1	1	  	1	  1		0	"Pen Pro RF"			 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	0	0	0	0	1 

85		 9		 0		1	1	  	1	  1		0	"Pen Pro1 DK"		 	 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	1	0	0	0	0	0
86		 9		 0		1	1	  	1	  1		0	"Pen Pro1 MG"		 	 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	0	1	0	0	0
87		 9		 0		1	1	  	1	  1		0	"Pen Pro1 DL"		 	 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	0	0	1	0	0
88		 9		 0		1	1	  	1	  1		0	"Pen Pro1 EF"		 	 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	1	0	0	0	0
89		 9		 0		1	1	  	1	  1		0	"Pen Pro1 RF"		 	 			300	   		0		0		   	0			180		0		  	0		70	  	0	  0		0	0	0	1	0	0	0	0	0	0	1
 
end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name							level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
2
0		0		0		1	3		1	  1		0	"[C1]Chùy"							7			7		   13		   15		21	   0		   0	 0		 100	   0	   0	  0			0		1	 0		 1		 0		1	1	0	1
1		0		19		1	3		1	  1		0	"[C2]Chùy Gai"						13			13		   22		   15		25	   0		   0	 0		 100	   0	   0	  0			0		1	 0		 1		 0		1	1	0	1
2		0		0		1	3		1	  1		0	"[C3]Chùy Dây"						22			22		   32		   15		32	   0		   0	 0		 80		   50	   0	  0			0		1	 0		 1		 0		1	1	0	1
3		0		19		2	3		1	  1		0	"[C1]Bùa Chiến"						38			45		   56		   15		50	   0		   0	 0		 150	   0	   0	  0			0		1	 0		 1		 0		1	0	0	1
4		0		19		2	3		1	  1		0	"[C3]Chùy Băng"						66			78		   107		   30		72	   0		   0	 0		 130	   0	   0	  0			0		1	 1		 1		 1		1	0	0	1
5		0		23		2	4		1	  1		0	"[C4]Kiếm Băng"						72			89		   120		   40		76	   0		   0	 0		 130	   70	   0	  0			0		1	 1		 1		 1		1	0	0	0
6		0		23		2	4		1	  1		0	"[C4]Rìu Hỏa Long"					75			102		   130		   35		80	   0		   0	 0		 140	   50	   0	  0			0		0	 0		 1		 0		1	0	0	0
7		0		0		1	3		1	  1		0	"[C5]Chùy Thánh Nữ"					90			62		   80		   50		50	   0		   0	 0		 15		   42	   0	  0			0		1	 0		 0		 2		0	0	0	0
8		0		66		1	3		1	  1		0	"[C1]Trượng Chiến"					54			41		   52		   45		40	   0		   3	 0		 80		   17	   0	  0			0		1	 0		 0		 0		0	1	0	0
9		0		66		1	3		1	  1		0	"[C2]Trượng Thép"					72			57		   68		   45		45	   0		   20	 0		 87		   18	   0	  0			0		1	 0		 0		 0		0	1	0	0
10		0		66		1	4		1	  1		0	"[C3]Trượng Bóng Tối"				82			74		   85		   45		65	   0		   35	 0		 100	   21	   0	  0			0		1	 0		 0		 0		0	1	0	0
11		0		66		1	4		1	  1		0	"[C5]Trượng Kim Cương"				80			91		   102		   40		72	   0		   52	 0		 105	   23	   0	  0			0		1	 0		 0		 0		0	1	0	0
12		0		66		1	4		1	  1		0	"[C7]Trượng Đại Vương"				80			108		   120		   40		84	   0		   67	 0		 90		   20	   0	  0			0		1	 0		 0		 0		0	1	0	0
13		0		66		1	4		1	  1		0	"Trượng Thiên Tử"					115			220		   224		   45		90	   0		   78	 0		 75		   16	   0	  0			0		1	 0		 0		 0		0	1	0	0
14		0		66		1	4		1	  1		0	"[380] Trượng Thái Dương"			100			240		   254		   40		95	   0		   84	 380	 80		   15	   0	  0			0		0	 0		 0		 0		0	1	0	0
15		0		66		1	4		1	  1		0	"[C6] Trượng Tối Cao"				80			99		   111		   40		78	   0		   60	 0		 108	   22	   0	  0			0		0	 0		 0		 0		0	1	0	0
16		0		0		1	3		1	  1		0	"[400] Chùy Băng Tinh"				130			106		   146		   50		80	   0		   0	 380	 27		   19	   0	  0			0		0	 0		 0		 2		0	0	0	0
17		0		66		1	4		1	  1		0	"[400] Lôi Phong Trượng"			130			220		   243		   45		100	   0		   138	 0		 75		   16	   0	  0			0		0	 0		 0		 0		0	1	0	0
18		0		66		1	4		1	  1		0	"Trượng Băng Giá"					80			112		   124		   40		86	   0		   70	 0		 87		   20	   0	  0			0		0	 0		 0		 0		0	1	0	0
19		0		66		1	4		1	  1		0	"Quyền Trượng Sấm Sét"				145			245		   255		   45		93	   0		   145	 380	 111	   22	   0	  0			0		0	 0		 0		 0		0	3	0	0
20		0		19		1	4		1	  1		0	"Sừng Thép"							145			177		   206		   25		120	   0		   0	 380	 182	   50	   0	  0			0		0	 0		 3		 0		0	0	0	0
22		0		66		1	4		1	  1		0	"Trượng Huyết Thần"				    160	   		188		   200		   40		100	   0		   104	 380	 114	   23	   0	  0			0		0	 0	     0		 0	 	0	3	0	0  
23		0		19		1	3		1	  1		0	"Chùy Vương"						130			133		   143		   65		100	   0		   0	 0		 144	   100	   0	  0			0		0	 0		 3		 0		3	0	0	0
25		0		66		1	4		1	  1		0	"Trượng Thiên Tử (Cấp 2)"			150	   		220		   243		   45		100	   0		   138	 0		 75		   16	   0	  0			0		0	 0	     0		 0	 	0	3	0	0  
26		0		66		1	4		1	  1		0	"Trượng Hắc Thần"					180			223		   245		   40		100	   0		   114	 380	 114	   23	   0	  0			0		0	 0		 0		 0		0	3	0	0
27		0		66		1	4		1	  1		0	"Trượng Thánh Thần"					200			225		   250		   40		100	   0		   134	 380	 105	   22	   0	  0			0		0	 0		 0		 0		0	3	0	0
32		0		0		1	3		1	  1		0	"Chùy Huyết Thần"					160			105		   127		   50		0	   100		   122	 380	 42		   14	   129	  0			0		0	 0		 3		 0		3	3	0	0
33		0		0		1	3		1	  1		0	"Chùy Hắc Thần"						180			125		   131		   50		0	   100		   136	 380	 42		   14	   129	  0			0		0	 0		 3		 0		3	3	0	0
34		0		0		1	3		1	  1		0	"Chùy Tối Thượng"					130			158		   170		   50		0	   182		   142	 380	 32		   4	   64	  0			0		0	 0		 3		 0		3	3	0	0
35		0		0		1	3		1	  1		0	"Chùy Blessed"						200			175		   185		   45		170	   0		   175	 380	 85		   26	   0	  0			0		0	 0		 0		 0		0	3	0	0
36		0		66		1	4		1	  1		0	"Trượng Thức Tỉnh"					200			230		   240		   40		100	   0		   154	 380	 98		   21	   0	  0			0		0	 0		 0		 0		0	3	0	0
38		0		0		1	3		1	  1		0	"Chùy Thánh Thần"					200			135		   141		   50		120	   100		   152	 380	 42		   14	   129	  0			0		0	 0		 3		 0		3	3	0	0
39		0		0		1	3		1	  1		0	"Chùy Thức Tỉnh"					200			145		   151		   50		120	   100		   174	 380	 39		   13	   120	  0			0		0	 0		 3		 0		3	3	0	0
40		0		66		1	4		1	  1		0	"Trượng Mắt Xanh"					220			235		   245		   40		100	   0		   154	 380	 57		   11	   0	  0			0		0	 0		 0		 0		0	3	0	0
41		0		0		1	3		1	  1		0	"Chùy Mắt Xanh"						220			156		   161		   50		120	   100		   196	 380	 21		   6	   60	  0			0		0	 0		 3		 0		3	3	0	0
42		0		66		1	4		1	  1		0	"Trượng Tim Bạc"					220			240		   277		   45		100	   0		   154	 380	 57		   11	   0	  0			0		0	 0		 0		 0		0	3	0	0
43		0		0		1	3		1	  1		0	"Chùy Tim Bạc"						220			160		   171		   55		120	   100		   196	 380	 21		   6	   60	  0			0		0	 0		 0		 0		0	3	0	0
end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name							level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
3
0		0		22		2	4		1	  1		0	"Giáo Ánh Sáng"						42		  50		  63		   25		56	   0		   0	 0		 60		  70	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
1		0		0		2	4		1	  1		0	"Giáo"								23		  30		  41		   30		42	   0		   0	 0		 70		  50	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
2		0		0		2	4		1	  1		0	"Thương"							15		  21		  33		   30		34	   0		   0	 0		 70		  50	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
3		0		0		2	4		1	  1		0	"Đinh Ba"							29		  35		  43		   25		44	   0		   0	 0		 90		  30	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
4		0		20		2	4		1	  1		0	"Xà Giáo"							46		  58		  80		   20		58	   0		   0	 0		 90		  30	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
5		0		0		2	4		1	  1		0	"Giáo Hai Lưỡi"						13		  19		  31		   30		38	   0		   0	 0		 70		  50	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
6		0		0		2	4		1	  1		0	"Kích"								19		  25		  35		   30		40	   0		   0	 0		 70		  50	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
7		0		22		2	4		1	  1		0	"Kích Hai Đầu"						37		  42		  54		   30		54	   0		   0	 0		 80		  50	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
8		0		22		2	4		1	  1		0	"Lưỡi Hái"							54		  71		  92		   25		68	   0		   0	 0		 90		  50	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
9		0		22		2	4		1	  1		0	"Lưỡi Hái Tử Thần"					63		  76		  102		   25		74	   0		   0	 0		 80		  50	  0		  0		  0		  0		  0		  1		  1		1	0	0	0
10		0		22		2	4		1	  1		0	"Đại Long Đao"						80		  112		  140		   35		85	   0		   0	 0		 170	  60	  0		  0		  0		  0		  0		  2		  0		0	0	0	0
11		0		22		2	4		1	  1		0	"Vuốt Quỷ"							145		  190		  226		   40		90	   0		   0	 0		 152	  25	  0		  0		  0		  0		  0		  2		  0		1	0	0	0
12		0		20		2	4		1	  1		0	"Long Giáo"							145		  135		  236		   35		85	   0		   0	 380	 49		  162	  0		  0		  0		  0		  0		  3		  0		0	0	0	0
24		0		20		2	4		1	  1		0	"Giáo Hắc Thần"						180		  150		  238		   40		100	   0		   0	 0		 70		  50	  0		  0		  0		  0		  0		  3		  0		3	0	0	0
25		0		22		2	4		1	  1		0	"Giáo Thánh Thần"					200		  160		  240		   40		100	   0		   0	 0		 65		  46	  0		  0		  0		  0		  0		  3		  0		3	0	0	0
28		0		22		2	4		1	  1		0	"Giáo Thức Tỉnh"					200		  180		  244		   40		100	   0		   0	 380	 35		  24	  0		  0		  0		  0		  0		  3		  0		3	0	0	0
29		0		22		2	4		1	  1		0	"Giáo Mắt Xanh"						220		  190		  246		   40		100	   0		   0	 380	 35		  24	  0		  0		  0		  0		  0		  3		  0		3	0	0	0
30		0		22		2	4		1	  1		0	"Giáo Tim Bạc"						220		  200		  250		   40		100	   0		   0	 380	 35		  24	  0		  0		  0		  0		  0		  3		  0		3	0	0	0

end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name							level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
4
0		1		24		2	3		1	  1		0	"[C1]Cung Nhỏ"						2			3		   5			30		20	  0				0	  0		 20		80		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
1		1		24		2	3		1	  1		0	"[C1]Cung"							8			9		   13			30		24	  0				0	  0		 30		90		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
2		1		24		2	3		1	  1		0	"[C1]Cung Hoa"						16			17		   24			30		28	  0				0	  0		 30		90		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
3		1		24		2	3		1	  1		0	"[C1]Cung Chiến"					26			28		   37			30		36	  0				0	  0		 30		90		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
4		1		24		2	4		1	  1		0	"[C1]Cung Hổ"						40			42		   52			30		43	  0				0	  0		 30		100		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
5		1		24		2	4		1	  1		0	"[C2]Cung Bạc"						56			59		   71			40		48	  0				0	  0		 30		100		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
6		1		24		2	4		1	  1		0	"[C3]Mai Hoa Cung"					75			88		   106			35		68	  0				0	  0		 40		150		  0		  0		  0		  0		  0		  0		  1		0	0	0	0
7		1		0		1	1		1	  1		0	"[C1]Tên Nỏ"						200			0		   0			0		255	  0				0	  0		 0		0		  0		  0		  0		  0		  0		  0		  1		0	0	0	0
8		0		24		2	2		1	  1		0	"[C1]Nỏ"							4			5		   8			40		22	  0				0	  0		 20		90		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
9		0		24		2	2		1	  1		0	"[C1]Nỏ Vàng"						12			13		   19			40		26	  0				0	  0		 30		90		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
10		0		24		2	2		1	  1		0	"[C1]Nỏ Thép"						20			22		   30			40		31	  0				0	  0		 30		90		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
11		0		24		2	3		1	  1		0	"[C1]Nỏ Ánh Sáng"					32			35		   44			40		40	  0				0	  0		 30		90		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
12		0		24		2	3		1	  1		0	"[C2]Nỏ Rắn"						48			50		   61			40		45	  0				0	  0		 30		100		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
13		0		24		2	3		1	  1		0	"[C2]Nỏ Thiên Thanh"				68			68		   82			40		56	  0				0	  0		 40		110		  0		  0		  0		  2		  0		  0		  1		0	0	0	0
